phase,epoch,train_task_loss,train_kl,train_total_loss,beta,train_accuracy,val_loss,val_accuracy,epoch_time_sec
sca_train,1,0.9418235592692666,0.0,0.9418235592692666,0.0,0.6623263888888888,0.9068480134010315,0.6689453125,37.11896300315857
sca_train,2,0.9348379607893463,0.0,0.9348379607893463,0.0,0.6644186253561254,0.9171354055404664,0.6611328125,34.17793273925781
sca_train,3,0.9374425942741568,0.0,0.9374425942741568,0.0,0.6611912393162394,0.8914545997977257,0.675,34.30210494995117
sca_train,4,0.9378726601261019,0.0,0.9378726601261019,0.0,0.6627938034188035,0.8961242690682412,0.6677734375,34.46267485618591
sca_train,5,0.9321521174194466,0.0,0.9321521174194466,0.0,0.6642850783475783,0.892663462460041,0.6701171875,34.289435148239136
sca_train,6,1.1204822099106944,0.0,1.1204822099106944,0.0,0.5965099715099715,0.9877050131559372,0.6435546875,34.33556079864502
sca_train,7,1.0485801914139012,0.0,1.0485801914139012,0.0,0.6226406695156695,0.9965484574437141,0.6349609375,34.280346155166626
sca_train,8,1.0311172567201816,0.0,1.0311172567201816,0.0,0.6281606125356125,0.95777328312397,0.661328125,34.39991879463196
sca_train,9,1.0160622588250032,0.0,1.0160622588250032,0.0,0.6353721509971509,0.9609413906931877,0.652734375,34.53615927696228
sca_train,10,1.0098779101317426,0.0,1.0098779101317426,0.0,0.6383992165242165,0.9403008788824081,0.6666015625,34.32660746574402
sca_train,11,1.3418096633378598,0.0,1.3418096633378598,0.0,0.5155359686609686,1.1886142447590828,0.5697265625,34.13705348968506
sca_train,12,1.2176766682554174,0.0,1.2176766682554174,0.0,0.5562010327635327,1.1300642475485803,0.5921875,34.49133777618408
sca_train,13,1.1958041121477414,0.0,1.1958041121477414,0.0,0.5656606125356125,1.1134165897965431,0.60625,34.379467248916626
sca_train,14,1.1731373694887188,0.0,1.1731373694887188,0.0,0.5773904914529915,1.1149450644850731,0.6078125,34.40160393714905
sca_train,15,1.163781185095806,0.0,1.163781185095806,0.0,0.5773014601139601,1.0891643851995467,0.612890625,34.317769050598145
sca_train,16,1.566029772119984,0.0,1.566029772119984,0.0,0.4277733262108262,1.3871433019638062,0.4880859375,34.24086141586304
sca_train,17,1.4363384066823541,0.0,1.4363384066823541,0.0,0.4669693732193732,1.3498445004224777,0.5013671875,34.40759062767029
sca_train,18,1.4053097905596437,0.0,1.4053097905596437,0.0,0.4805911680911681,1.331703332066536,0.500390625,34.312801122665405
sca_train,19,1.3829660093003189,0.0,1.3829660093003189,0.0,0.4894497863247863,1.3082939028739928,0.5208984375,34.314624071121216
sca_train,20,1.368121376064768,0.0,1.368121376064768,0.0,0.49548165954415957,1.2978202044963836,0.5271484375,34.621899127960205
sca_train,21,1.850622806114349,0.0,1.850622806114349,0.0,0.32098023504273504,1.6928262084722518,0.3787109375,39.48126554489136
sca_train,22,1.7252684580294835,0.0,1.7252684580294835,0.0,0.3674991096866097,1.6204384714365005,0.4060546875,34.8746178150177
sca_train,23,1.6711637926237535,0.0,1.6711637926237535,0.0,0.3865073005698006,1.5862812280654908,0.4197265625,36.61636805534363
sca_train,24,1.6466266076449316,0.0,1.6466266076449316,0.0,0.39380787037037035,1.5690967231988906,0.416015625,35.40300464630127
sca_train,25,1.6290253665712144,0.0,1.6290253665712144,0.0,0.4001290954415954,1.555992752313614,0.4251953125,34.60744118690491
sca_train,26,2.015223708247867,0.0,2.015223708247867,0.0,0.27889066951566954,1.8119672268629075,0.3390625,34.59496235847473
sca_train,27,1.8496623592838604,0.0,1.8496623592838604,0.0,0.31739672364672367,1.7763274788856507,0.3458984375,34.42180871963501
sca_train,28,1.8231818081646562,0.0,1.8231818081646562,0.0,0.3267004985754986,1.7504408985376358,0.3564453125,34.36294341087341
sca_train,29,1.8112607980385804,0.0,1.8112607980385804,0.0,0.33153044871794873,1.739620754122734,0.3609375,34.92033553123474
sca_train,30,1.8067939315426385,0.0,1.8067939315426385,0.0,0.3305065883190883,1.7465074688196183,0.3625,35.666051626205444
finetune,1,2.2208216098638682,0.0,2.2208216098638682,0.0,0.14730235042735043,2.1015153735876084,0.1689453125,31.67276430130005
finetune,2,2.056289765230271,0.0,2.056289765230271,0.0,0.17590366809116809,2.0207138806581497,0.1884765625,30.699759006500244
finetune,3,2.0188650154320262,0.0,2.0188650154320262,0.0,0.1778178418803419,1.9896622896194458,0.186328125,30.684086322784424
finetune,4,2.00172275423664,0.0,2.00172275423664,0.0,0.18198005698005698,1.9675873190164566,0.1865234375,30.728302240371704
finetune,5,1.985052711943276,0.0,1.985052711943276,0.0,0.1943554131054131,1.9580504536628722,0.210546875,30.867938995361328
finetune,6,1.9747079284782083,0.0,1.9747079284782083,0.0,0.20430466524216523,1.9458860456943512,0.2224609375,30.95033359527588
