phase,epoch,train_task_loss,train_kl,train_cost,train_total_loss,beta,gamma,train_accuracy,val_loss,val_accuracy,epoch_time_sec
finetune,1,1.740307810306549,0.0,0.0,1.740307810306549,0.0,0.0,0.4231111001968384,0.9885282671451568,0.6857999855279923,61.50326061248779
finetune,2,1.1885416048102908,0.0,0.0,1.1885416048102908,0.0,0.0,0.6183333189951049,0.7240031585097313,0.7537999802827835,54.567967653274536
finetune,3,0.9716431359450023,0.0,0.0,0.9716431359450023,0.0,0.0,0.6836888746420542,0.5890575063228607,0.8043999761343003,55.12086224555969
finetune,4,0.8387930965092447,0.0,0.0,0.8387930965092447,0.0,0.0,0.7237777631812625,0.511769895106554,0.8199999755620957,54.29395818710327
finetune,5,0.7407963386509153,0.0,0.0,0.7407963386509153,0.0,0.0,0.7538444271352556,0.45612645968794824,0.8507999742031097,53.640925884246826
finetune,6,0.680227338804139,0.0,0.0,0.680227338804139,0.0,0.0,0.7725333141287168,0.40543591156601905,0.8617999768257141,56.276026487350464
finetune,7,0.6267723021904628,0.0,0.0,0.6267723021904628,0.0,0.0,0.7889333105087281,0.3676402695477009,0.8751999753713607,56.12232255935669
finetune,8,0.5906053122546938,0.0,0.0,0.5906053122546938,0.0,0.0,0.7998666445414225,0.3619837740063667,0.8817999756336212,53.82624650001526
finetune,9,0.5626621300809913,0.0,0.0,0.5626621300809913,0.0,0.0,0.8108666437864304,0.32167658329010007,0.8951999765634536,53.72430443763733
finetune,10,0.5290218255917232,0.0,0.0,0.5290218255917232,0.0,0.0,0.8218444207641813,0.2942928635329008,0.898999975323677,53.56992530822754
finetune,11,0.5038175779663854,0.0,0.0,0.5038175779663854,0.0,0.0,0.8286888646417194,0.2879910667985678,0.9001999753713608,56.64091658592224
finetune,12,0.48088578074342675,0.0,0.0,0.48088578074342675,0.0,0.0,0.8387999751170476,0.27294791519641876,0.905599976181984,53.60409998893738
finetune,13,0.45866055592894556,0.0,0.0,0.45866055592894556,0.0,0.0,0.8451333073774974,0.2610141149163246,0.9119999772310257,53.37871503829956
finetune,14,0.4466356941064199,0.0,0.0,0.4466356941064199,0.0,0.0,0.8492444204621845,0.25793416444212197,0.9097999757528306,53.651134729385376
finetune,15,0.42849046065575547,0.0,0.0,0.42849046065575547,0.0,0.0,0.8525110862652461,0.25359753362834453,0.9195999759435654,53.2330276966095
finetune,16,0.4167809973491563,0.0,0.0,0.4167809973491563,0.0,0.0,0.8578444199429618,0.2323382043093443,0.9199999749660492,53.35365629196167
finetune,17,0.4050693232152197,0.0,0.0,0.4050693232152197,0.0,0.0,0.8631999747620689,0.23540070842951535,0.923599978685379,53.91749668121338
finetune,18,0.39357991932166947,0.0,0.0,0.39357991932166947,0.0,0.0,0.8657555301321878,0.22149919733405113,0.9255999785661697,53.17916917800903
finetune,19,0.3809811011619038,0.0,0.0,0.3809811011619038,0.0,0.0,0.8716444204250972,0.2224605032801628,0.9231999725103378,55.09058928489685
finetune,20,0.3765561908400721,0.0,0.0,0.3765561908400721,0.0,0.0,0.8727555306090249,0.21494324401021003,0.928399977684021,56.47323513031006
finetune,21,0.36723921119338937,0.0,0.0,0.36723921119338937,0.0,0.0,0.8764221964942085,0.20786985252052545,0.9277999758720398,53.171382904052734
finetune,22,0.3530525905142228,0.0,0.0,0.3530525905142228,0.0,0.0,0.880333309173584,0.20485045710578562,0.9283999788761139,53.931819915771484
finetune,23,0.35380523294210436,0.0,0.0,0.35380523294210436,0.0,0.0,0.8797999744945102,0.18791206331923604,0.9359999752044678,53.61433982849121
finetune,24,0.34640634290046163,0.0,0.0,0.34640634290046163,0.0,0.0,0.8816444208224614,0.1931393863260746,0.9339999777078628,53.93609428405762
finetune,25,0.33759477089676593,0.0,0.0,0.33759477089676593,0.0,0.0,0.8845555310779147,0.1897940221056342,0.9337999773025513,59.58238220214844
finetune,26,0.3296255584475067,0.0,0.0,0.3296255584475067,0.0,0.0,0.8882888647582796,0.19173943024128676,0.932399976849556,54.23930478096008
finetune,27,0.331427760720253,0.0,0.0,0.331427760720253,0.0,0.0,0.8877999764680863,0.19733770420774818,0.9335999804735183,55.51834678649902
finetune,28,0.32180449885212714,0.0,0.0,0.32180449885212714,0.0,0.0,0.8910444205999375,0.19143091693520545,0.9323999798297882,54.17137360572815
finetune,29,0.3280051874534951,0.0,0.0,0.3280051874534951,0.0,0.0,0.8885110867023468,0.18542158875614403,0.9345999783277512,55.28286576271057
finetune,30,0.32778922232902713,0.0,0.0,0.32778922232902713,0.0,0.0,0.8879777541425493,0.19525174394249917,0.9373999774456024,56.31418967247009
