stage,test_loss,test_accuracy,parameters,flops,latency_ms,gpu_memory_mb
before_pruning,0.45080430412665007,0.9195999783277512,21362834,4994408448,22.673186710162554,384.8935546875
after_pruning,2.4226992571353914,0.09999999707564712,183,341584,20.953048369847238,361.5498046875
