layer,channel,ablation_delta,log_alpha
conv_layers.7,432,0.0019552623853087425,2.1414928436279297
conv_layers.7,436,0.002243273425847292,2.127699851989746
conv_layers.7,441,-2.469262108206749e-05,2.124992847442627
conv_layers.7,447,0.006379717029631138,2.1202807426452637
conv_layers.7,458,0.0002469271421432495,2.119155168533325
conv_layers.7,459,0.0017886226996779442,2.123983383178711
conv_layers.7,461,0.0015844572335481644,2.135190010070801
conv_layers.7,468,-0.0013285791501402855,2.12259578704834
conv_layers.7,472,0.003751707263290882,2.1310460567474365
conv_layers.7,473,0.00029368139803409576,2.123150587081909
conv_layers.7,477,0.002581467851996422,2.108443260192871
conv_layers.7,483,0.003150983713567257,2.1178927421569824
conv_layers.7,494,0.0032328926026821136,2.136319160461426
conv_layers.7,499,0.0015942147001624107,2.135835647583008
conv_layers.7,509,0.0009931335225701332,2.118655204772949
conv_layers.8,4,0.00250962283462286,2.133178472518921
conv_layers.8,12,1.2862496078014374e-05,2.1376166343688965
conv_layers.8,14,0.00023751240223646164,2.1373302936553955
conv_layers.8,16,0.004786659963428974,2.1439855098724365
conv_layers.8,17,0.00034460052847862244,2.149940252304077
conv_layers.8,22,0.00033816322684288025,2.150541305541992
conv_layers.8,28,0.0003701895475387573,2.142822027206421
conv_layers.8,34,0.0012953607365489006,2.1391818523406982
conv_layers.8,38,0.0006925230845808983,2.143956422805786
conv_layers.8,50,0.0003038235008716583,2.150899648666382
conv_layers.8,59,-0.0009515471756458282,2.148301124572754
conv_layers.8,60,-2.7169473469257355e-05,2.141038417816162
conv_layers.8,75,0.001759159378707409,2.1329352855682373
conv_layers.8,83,0.0005923369899392128,2.1427392959594727
conv_layers.8,85,0.0003962526097893715,2.142512083053589
conv_layers.8,87,0.0007148385047912598,2.134300470352173
conv_layers.8,89,-0.00027304235845804214,2.146491765975952
conv_layers.8,95,-0.0008278060704469681,2.1499454975128174
conv_layers.8,96,0.001234716735780239,2.139190435409546
conv_layers.8,105,0.0001610047183930874,2.145890712738037
conv_layers.8,109,-0.0019242404960095882,2.148893117904663
conv_layers.8,110,0.0010778456926345825,2.142688274383545
conv_layers.8,111,0.0008817417547106743,2.1563189029693604
conv_layers.8,120,0.0009353989735245705,2.1437041759490967
conv_layers.8,135,0.0051710098050534725,2.137479066848755
conv_layers.8,139,0.0008865492418408394,2.153498649597168
conv_layers.8,143,0.004129206761717796,2.1454482078552246
conv_layers.8,154,0.002835598774254322,2.139190435409546
conv_layers.8,173,0.0020638611167669296,2.142815113067627
conv_layers.8,177,-0.0006344355642795563,2.1438703536987305
conv_layers.8,188,-0.002692960202693939,2.1289069652557373
conv_layers.8,189,-0.0011064456775784492,2.1480789184570312
conv_layers.8,190,0.0011408813297748566,2.147564172744751
conv_layers.8,198,0.0014942754060029984,2.1336846351623535
conv_layers.8,199,0.0035532908514142036,2.130197525024414
conv_layers.8,204,0.0017061904072761536,2.1516754627227783
conv_layers.8,205,0.001531180925667286,2.135958433151245
conv_layers.8,217,0.00011959578841924667,2.150392532348633
conv_layers.8,220,0.0008595753461122513,2.1312007904052734
conv_layers.8,249,0.00037789344787597656,2.1458911895751953
conv_layers.8,276,-0.0005046958103775978,2.1411125659942627
conv_layers.8,292,0.003691254183650017,2.1429154872894287
conv_layers.8,293,0.0007127262651920319,2.152052640914917
conv_layers.8,294,0.00042451266199350357,2.149998188018799
conv_layers.8,296,0.000759052112698555,2.155552864074707
conv_layers.8,305,0.0023848479613661766,2.1510796546936035
conv_layers.8,307,0.0034523988142609596,2.153674364089966
conv_layers.8,317,0.00021619396284222603,2.1433348655700684
conv_layers.8,320,-0.0013533160090446472,2.150131940841675
conv_layers.8,345,-0.00048247911036014557,2.138108253479004
conv_layers.8,349,-0.001330571249127388,2.1512973308563232
conv_layers.8,357,0.0008431877940893173,2.143672466278076
conv_layers.8,373,0.0012637460604310036,2.1402857303619385
conv_layers.8,418,0.0008964743465185165,2.1470391750335693
conv_layers.8,420,0.0020836004987359047,2.1362452507019043
conv_layers.8,430,-6.322283297777176e-05,2.136786937713623
conv_layers.8,431,0.0007232083007693291,2.140017032623291
conv_layers.8,447,0.00183806661516428,2.1374287605285645
conv_layers.8,459,0.0012183338403701782,2.1434085369110107
conv_layers.8,462,0.0006529418751597404,2.1574387550354004
conv_layers.8,470,0.00024426914751529694,2.1464030742645264
conv_layers.8,480,0.000346367247402668,2.1510608196258545
conv_layers.8,487,0.0016239872202277184,2.1374001502990723
conv_layers.8,511,0.002824985422194004,2.1370320320129395
conv_layers.9,13,0.0016582310199737549,2.1487529277801514
conv_layers.9,34,0.002426103688776493,2.1418423652648926
conv_layers.9,53,-3.3192336559295654e-06,2.1455509662628174
conv_layers.9,67,0.0011867247521877289,2.146519660949707
conv_layers.9,124,0.0018502669408917427,2.156696081161499
conv_layers.9,134,0.00026558898389339447,2.1522216796875
conv_layers.9,151,0.0006277440115809441,2.145726442337036
conv_layers.9,154,-0.0005280543118715286,2.1476237773895264
conv_layers.9,158,8.696969598531723e-05,2.1523518562316895
conv_layers.9,161,-0.0013425708748400211,2.1385130882263184
conv_layers.9,165,-6.381422281265259e-06,2.157299757003784
conv_layers.9,168,0.0008376939222216606,2.1515088081359863
conv_layers.9,185,0.002410336397588253,2.1306819915771484
conv_layers.9,191,0.0014413073658943176,2.139007329940796
conv_layers.9,197,0.0011914372444152832,2.1453304290771484
conv_layers.9,205,0.0021033408120274544,2.1374664306640625
conv_layers.9,208,0.001912364736199379,2.1503000259399414
conv_layers.9,210,-0.00012404751032590866,2.140878200531006
conv_layers.9,212,0.0018193982541561127,2.152160167694092
conv_layers.9,225,-0.00048046186566352844,2.1377692222595215
conv_layers.9,252,-0.00038897525519132614,2.1417438983917236
conv_layers.9,257,-0.0009946823120117188,2.1460976600646973
conv_layers.9,260,-0.0004964424297213554,2.1510021686553955
conv_layers.9,261,0.0008167698979377747,2.160262107849121
conv_layers.9,264,-0.00041646137833595276,2.1494081020355225
conv_layers.9,277,0.0012776507064700127,2.1423072814941406
conv_layers.9,279,0.0007845079526305199,2.147751808166504
conv_layers.9,287,0.000283961184322834,2.1511149406433105
conv_layers.9,289,5.3534284234046936e-05,2.146050453186035
conv_layers.9,292,0.0002993992529809475,2.137150526046753
conv_layers.9,297,-0.002399229444563389,2.1505744457244873
conv_layers.9,298,0.0025181369855999947,2.152956008911133
conv_layers.9,304,0.0035930192098021507,2.1477420330047607
conv_layers.9,309,1.2906268239021301e-05,2.1459789276123047
conv_layers.9,311,0.00017458386719226837,2.158086061477661
conv_layers.9,319,3.632809966802597e-05,2.1596758365631104
conv_layers.9,325,0.0003253864124417305,2.150697946548462
conv_layers.9,326,0.002809680998325348,2.1504197120666504
conv_layers.9,339,-0.0002809586003422737,2.147554874420166
conv_layers.9,348,0.0009103398770093918,2.1542232036590576
conv_layers.9,351,0.004127828404307365,2.1403586864471436
conv_layers.9,352,0.0015279771760106087,2.150897741317749
conv_layers.9,354,-0.0014903536066412926,2.1447958946228027
conv_layers.9,355,0.0024604564532637596,2.1410181522369385
conv_layers.9,369,2.1306797862052917e-05,2.1457252502441406
conv_layers.9,380,-0.0006154738366603851,2.152414321899414
conv_layers.9,382,0.0006605470553040504,2.147352695465088
conv_layers.9,392,-3.8119032979011536e-06,2.1453583240509033
conv_layers.9,393,0.0006032148376107216,2.149138927459717
conv_layers.9,404,-0.0002376176416873932,2.140000343322754
conv_layers.9,417,-0.0009560259059071541,2.155736207962036
conv_layers.9,422,-6.57583586871624e-05,2.151031255722046
conv_layers.9,426,0.00045478809624910355,2.1415109634399414
conv_layers.9,441,0.004537384025752544,2.144441843032837
conv_layers.9,442,0.0014360733330249786,2.151705741882324
conv_layers.9,455,0.0002508498728275299,2.138507127761841
conv_layers.9,464,0.0011671297252178192,2.1480634212493896
conv_layers.9,469,0.0021899156272411346,2.1475319862365723
conv_layers.9,473,-0.0017433110624551773,2.1546382904052734
conv_layers.9,474,0.0009849248453974724,2.144428014755249
conv_layers.9,488,-0.0009672204032540321,2.1457324028015137
conv_layers.9,494,-8.630380034446716e-05,2.1540374755859375
conv_layers.9,499,0.0004892097786068916,2.146294593811035
conv_layers.9,503,0.002121206372976303,2.1419217586517334
conv_layers.10,8,0.0006499020382761955,2.159878730773926
conv_layers.10,15,0.00028014276176691055,2.146357297897339
conv_layers.10,49,-0.0003560837358236313,2.1569321155548096
conv_layers.10,55,-5.701836198568344e-05,2.14009690284729
conv_layers.10,61,1.526530832052231e-05,2.1577651500701904
conv_layers.10,80,-0.000558607280254364,2.1536450386047363
conv_layers.10,91,0.0006382353603839874,2.153299570083618
conv_layers.10,106,0.0021592164412140846,2.1642370223999023
conv_layers.10,110,0.0007225377485156059,2.161231517791748
conv_layers.10,126,-0.0002680141478776932,2.1563448905944824
conv_layers.10,130,-9.600166231393814e-05,2.151488780975342
conv_layers.10,144,0.0006964588537812233,2.161227226257324
conv_layers.10,150,-0.0003177691251039505,2.1540682315826416
conv_layers.10,162,0.00042215827852487564,2.1594789028167725
conv_layers.10,163,-4.056841135025024e-06,2.1466543674468994
conv_layers.10,167,0.0011827079579234123,2.1565470695495605
conv_layers.10,168,-2.047792077064514e-05,2.146454334259033
conv_layers.10,169,-0.0006409203633666039,2.147874355316162
conv_layers.10,179,0.001155405305325985,2.163700819015503
conv_layers.10,181,-5.1604583859443665e-06,2.1526803970336914
conv_layers.10,187,0.001663686241954565,2.150627613067627
conv_layers.10,189,0.0004393588751554489,2.1483044624328613
conv_layers.10,202,-5.605444312095642e-05,2.1575191020965576
conv_layers.10,210,0.0003146938979625702,2.1498892307281494
conv_layers.10,213,0.0008030794560909271,2.156045436859131
conv_layers.10,219,0.00043070223182439804,2.1586151123046875
conv_layers.10,223,0.00011701975017786026,2.1594369411468506
conv_layers.10,227,-1.2682750821113586e-05,2.1495676040649414
conv_layers.10,229,0.0011172927916049957,2.153996467590332
conv_layers.10,241,-0.00031675398349761963,2.1501927375793457
conv_layers.10,242,-0.00026890262961387634,2.1547462940216064
conv_layers.10,255,-0.00018046796321868896,2.1611390113830566
conv_layers.10,265,7.359310984611511e-06,2.153247833251953
conv_layers.10,266,0.0005291728302836418,2.1468374729156494
conv_layers.10,274,-9.244494140148163e-05,2.159069061279297
conv_layers.10,278,-2.3543834686279297e-06,2.157724618911743
conv_layers.10,296,0.0010507935658097267,2.1616482734680176
conv_layers.10,299,0.0004989774897694588,2.152862787246704
conv_layers.10,304,1.8117018043994904e-05,2.144547700881958
conv_layers.10,306,0.0006318259984254837,2.160753011703491
conv_layers.10,314,9.684637188911438e-05,2.1545016765594482
conv_layers.10,315,-0.0006743925623595715,2.1519575119018555
conv_layers.10,316,0.0009787091985344887,2.1562068462371826
conv_layers.10,318,0.00013198889791965485,2.160506248474121
conv_layers.10,320,0.001557948999106884,2.1599478721618652
conv_layers.10,353,0.00020476151257753372,2.1451401710510254
conv_layers.10,358,0.0009840615093708038,2.159273147583008
conv_layers.10,362,0.0010242294520139694,2.1544272899627686
conv_layers.10,369,0.00079390499740839,2.1493687629699707
conv_layers.10,370,0.0017092907801270485,2.1507773399353027
conv_layers.10,381,0.0003429027274250984,2.1499836444854736
conv_layers.10,386,-0.0007150862365961075,2.1520941257476807
conv_layers.10,388,-0.0002085445448756218,2.167156457901001
conv_layers.10,398,-0.000616840086877346,2.147113561630249
conv_layers.10,401,0.0017859982326626778,2.153305768966675
conv_layers.10,403,-0.0010291431099176407,2.152446746826172
conv_layers.10,429,-0.0005045672878623009,2.154996871948242
conv_layers.10,442,-0.0004977229982614517,2.1628239154815674
conv_layers.10,446,-0.0006690993905067444,2.157334089279175
conv_layers.10,456,0.0015220800414681435,2.1481502056121826
conv_layers.10,470,-0.000947512686252594,2.1540069580078125
conv_layers.10,481,0.0008154502138495445,2.154025077819824
conv_layers.10,486,-0.0004036184400320053,2.14739990234375
conv_layers.10,493,0.0004668841138482094,2.1473076343536377
conv_layers.11,10,-3.335811197757721e-05,2.1626663208007812
conv_layers.11,11,0.0003715045750141144,2.1583127975463867
conv_layers.11,17,0.00016476958990097046,2.1471328735351562
conv_layers.11,33,3.789830952882767e-05,2.1671812534332275
conv_layers.11,41,4.943646490573883e-05,2.1658904552459717
conv_layers.11,57,-0.0021574427373707294,2.153526544570923
conv_layers.11,65,-0.00042160414159297943,2.14162015914917
conv_layers.11,66,0.0006730891764163971,2.149021625518799
conv_layers.11,67,0.0009632473811507225,2.167607307434082
conv_layers.11,69,0.0011525023728609085,2.1681690216064453
conv_layers.11,74,0.00020466744899749756,2.1647207736968994
conv_layers.11,87,0.001150769181549549,2.172210216522217
conv_layers.11,88,-0.0004090406000614166,2.155668020248413
conv_layers.11,96,0.0007108571007847786,2.168900966644287
conv_layers.11,114,0.00030934717506170273,2.1515846252441406
conv_layers.11,115,-0.0004192749038338661,2.157338857650757
conv_layers.11,121,-0.0001459028571844101,2.170090913772583
conv_layers.11,130,-0.00033843331038951874,2.1466000080108643
conv_layers.11,135,0.00012655742466449738,2.1466615200042725
conv_layers.11,136,0.0009000468999147415,2.1624226570129395
conv_layers.11,146,0.00027566589415073395,2.1672139167785645
conv_layers.11,148,-0.00028765201568603516,2.1559665203094482
conv_layers.11,163,-7.070042192935944e-05,2.16330885887146
conv_layers.11,164,-0.0002293270081281662,2.1516339778900146
conv_layers.11,178,-0.00027440767735242844,2.162156820297241
conv_layers.11,181,2.2306106984615326e-05,2.1643028259277344
conv_layers.11,188,-0.0007774122059345245,2.1726627349853516
conv_layers.11,190,0.0002064984291791916,2.1604793071746826
conv_layers.11,201,0.0010470496490597725,2.155783176422119
conv_layers.11,202,-0.00016126595437526703,2.1495914459228516
conv_layers.11,213,-0.0009121838957071304,2.1590206623077393
conv_layers.11,214,0.0002495618537068367,2.1607162952423096
conv_layers.11,245,-0.0003395816311240196,2.1667675971984863
conv_layers.11,259,0.0009369486942887306,2.160085678100586
conv_layers.11,269,-6.706826388835907e-05,2.1527960300445557
conv_layers.11,272,0.000544586218893528,2.1788136959075928
conv_layers.11,274,-0.00017756130546331406,2.168461799621582
conv_layers.11,277,0.0006477329879999161,2.1721482276916504
conv_layers.11,286,0.0013822652399539948,2.160360813140869
conv_layers.11,293,-0.0001827199012041092,2.167025327682495
conv_layers.11,313,4.999339580535889e-06,2.16323184967041
conv_layers.11,326,0.00028718356043100357,2.1674764156341553
conv_layers.11,327,-0.00039577484130859375,2.1536591053009033
conv_layers.11,328,0.0005414634943008423,2.1681272983551025
conv_layers.11,334,0.0009495578706264496,2.1676025390625
conv_layers.11,350,6.281305104494095e-05,2.1653153896331787
conv_layers.11,351,-0.00022106431424617767,2.159773349761963
conv_layers.11,355,0.00012601539492607117,2.1681692600250244
conv_layers.11,385,-5.101878196001053e-05,2.165672779083252
conv_layers.11,409,5.918741226196289e-05,2.1617743968963623
conv_layers.11,411,0.0008647497743368149,2.165710687637329
conv_layers.11,426,-2.9634684324264526e-05,2.14786434173584
conv_layers.11,430,-0.0002249591052532196,2.149489164352417
conv_layers.11,435,-0.0003981078043580055,2.1523053646087646
conv_layers.11,445,8.685514330863953e-06,2.1591413021087646
conv_layers.11,449,0.0005675246939063072,2.1653175354003906
conv_layers.11,458,-0.0001821070909500122,2.1636035442352295
conv_layers.11,465,0.0004284866154193878,2.166409730911255
conv_layers.11,467,0.001105302944779396,2.171355724334717
conv_layers.11,470,0.002551659010350704,2.168506622314453
conv_layers.11,473,8.133240044116974e-06,2.143733024597168
conv_layers.11,506,-0.00033213570713996887,2.1403067111968994
conv_layers.11,508,0.00030313897877931595,2.162788152694702
conv_layers.11,509,0.001126810908317566,2.170682191848755
conv_layers.12,6,0.001093524508178234,2.144930124282837
conv_layers.12,9,0.0,2.144502639770508
conv_layers.12,14,0.0,2.1396799087524414
conv_layers.12,15,0.0,2.1552488803863525
conv_layers.12,19,0.00038123317062854767,2.1416561603546143
conv_layers.12,38,-1.7648562788963318e-06,2.1381988525390625
conv_layers.12,43,-0.0037251170724630356,2.1209805011749268
conv_layers.12,51,-0.0008134813979268074,2.074456214904785
conv_layers.12,60,-4.455447196960449e-06,2.1364517211914062
conv_layers.12,62,-0.0005010506138205528,2.1686460971832275
conv_layers.12,82,9.326264262199402e-06,2.1283118724823
conv_layers.12,94,2.086162567138672e-07,2.137347936630249
conv_layers.12,98,-4.978850483894348e-06,2.1410398483276367
conv_layers.12,105,6.658956408500671e-07,2.1434972286224365
conv_layers.12,126,0.0,2.1451303958892822
conv_layers.12,139,0.0,2.152444362640381
conv_layers.12,141,0.0,2.1195735931396484
conv_layers.12,144,-5.6521035730838776e-05,2.157362937927246
conv_layers.12,146,-0.002109088934957981,2.12894868850708
conv_layers.12,149,0.0,2.158895969390869
conv_layers.12,157,0.0,2.137174367904663
conv_layers.12,178,-0.0028627971187233925,1.9980612993240356
conv_layers.12,181,1.8017366528511047e-05,2.1478638648986816
conv_layers.12,184,6.50063157081604e-07,2.13112735748291
conv_layers.12,188,3.080815076828003e-05,2.1533920764923096
conv_layers.12,192,0.0,2.136894464492798
conv_layers.12,208,2.154149115085602e-06,2.129805564880371
conv_layers.12,210,2.83215194940567e-06,2.1401703357696533
conv_layers.12,237,1.7508864402770996e-06,2.107325553894043
conv_layers.12,238,1.9212253391742706e-05,2.1534574031829834
conv_layers.12,241,0.0,2.1381382942199707
conv_layers.12,249,0.0,2.160353422164917
conv_layers.12,263,-0.0007211426272988319,2.142469644546509
conv_layers.12,275,0.0,2.143735408782959
conv_layers.12,298,0.0,2.1550514698028564
conv_layers.12,302,-3.680586814880371e-06,2.1269173622131348
conv_layers.12,305,3.216788172721863e-06,2.1391851902008057
conv_layers.12,312,-9.462237358093262e-07,2.147054672241211
conv_layers.12,313,-3.7495046854019165e-06,2.1370139122009277
conv_layers.12,332,-3.0761584639549255e-05,2.129249095916748
conv_layers.12,333,0.0031202007085084915,1.9958062171936035
conv_layers.12,335,0.0,2.142761707305908
conv_layers.12,343,-8.381903171539307e-08,2.145148754119873
conv_layers.12,351,0.0,2.153441905975342
conv_layers.12,358,1.9799917936325073e-06,2.1489076614379883
conv_layers.12,361,-0.00020014308393001556,2.1102535724639893
conv_layers.12,367,0.00015762541443109512,2.1433162689208984
conv_layers.12,369,0.0,2.1430983543395996
conv_layers.12,371,-1.862645149230957e-09,2.136842966079712
conv_layers.12,392,-8.86041671037674e-05,2.1267287731170654
conv_layers.12,393,2.6895664632320404e-05,2.13675856590271
conv_layers.12,433,0.0,2.1292731761932373
conv_layers.12,441,0.0,2.1408586502075195
conv_layers.12,442,1.3131648302078247e-07,2.121044158935547
conv_layers.12,450,0.0,2.156465530395508
conv_layers.12,451,0.0,2.1543936729431152
conv_layers.12,457,3.511086106300354e-06,2.148475408554077
conv_layers.12,467,5.280598998069763e-07,2.1378955841064453
conv_layers.12,482,-0.002565070055425167,1.9907100200653076
conv_layers.12,483,0.0,2.136483907699585
conv_layers.12,490,0.0,2.1395199298858643
conv_layers.12,491,0.0019095782190561295,2.0085039138793945
conv_layers.12,505,0.0,2.1437690258026123
conv_layers.12,508,0.0,2.138122797012329
