Point,Selection,Achieved Pruned %,SynOps Budget,Kept SynOps Fraction,Keep Plan,Original Parameters,Remaining Parameters,Accuracy After,Fine Tune Best Val,SynOps After,Dense MACs After,Gate Saturation,Log Alpha Std,Ranking Usable,Layers At Min Width,FLOPs,Latency
synops 0.525,importance,91.53748309543023,0.525,0.524441761242304,"synops_budget(budget=0.525 of measured SynOps, rank_by=importance, achieved=0.5244, kept 1324/4224 units, min_keep_fraction=0.2)",14728266,1246382,0.8950751582278481,0.9203125,54764573.4640625,423733768.0,0.0,0.04800867289304733,False,0,423733768,19.247123999521136
