Point,Selection,Achieved Pruned %,SynOps Budget,Kept SynOps Fraction,Keep Plan,Original Parameters,Remaining Parameters,Accuracy After,Fine Tune Best Val,SynOps After,Dense MACs After,Gate Saturation,Log Alpha Std,Ranking Usable,Layers At Min Width,FLOPs,Latency
synops 0.5,importance,95.38093588144719,0.5,0.4999624479516209,"synops_budget(budget=0.5 of measured SynOps, rank_by=importance, achieved=0.5000, kept 737/2304 units)",21362834,986763,0.9026999795436859,0.9357999759912491,212005878.586,1074744256.0,0.0,0.2791130542755127,True,0,1074744256,22.302284678444266
synops 0.3,importance,99.02666940163463,0.3,0.29977981077582305,"synops_budget(budget=0.3 of measured SynOps, rank_by=importance, achieved=0.2998, kept 388/2304 units)",21362834,207931,0.8094999769330025,0.8139999777078628,88372743.164,411757744.0,0.0,0.2791130542755127,True,0,411757744,22.20573913305998
