Point,Selection,Achieved Pruned %,SynOps Budget,Kept SynOps Fraction,Keep Plan,Original Parameters,Remaining Parameters,Accuracy After,Fine Tune Best Val,SynOps After,Dense MACs After,Gate Saturation,Log Alpha Std,Ranking Usable,Layers At Min Width,FLOPs,Latency
synops 0.5,importance,97.31434509110542,0.5,0.49988260949778524,"synops_budget(budget=0.5 of measured SynOps, rank_by=importance, achieved=0.4999, kept 618/2304 units)",21362834,573732,0.890199978351593,0.911599975824356,236204611.036,1069268144.0,0.0,0.3062429428100586,True,0,1069268144,22.01410036534071
synops 0.3,importance,99.42375623009568,0.3,0.29967726604266964,"synops_budget(budget=0.3 of measured SynOps, rank_by=importance, achieved=0.2997, kept 308/2304 units)",21362834,123102,0.7257999855279923,0.7351999819278717,98535129.802,366990480.0,0.0,0.3062429428100586,True,0,366990480,21.756471870467067
