Model,Criterion,Target Keep Fraction,Original Parameters,Remaining Parameters,Pruning Percentage,Accuracy After,Fine Tune Time,FLOPs,SynOps,Dense MACs,Latency,GPU Memory
dpap_repl,naive_firing_rate,0.8164,21362834,14239017,33.34677880284984,0.9282999780774116,1639.6783361434937,3323395744,563397331.29,3323395744.0,22.284354739822447,552.78515625
dpap_repl,naive_firing_rate,0.7012,21362834,10510364,50.8007036894075,0.9282999774813652,1566.657282114029,2470566960,447350567.718,2470566960.0,22.086448109475896,875.79736328125
dpap_repl,sca,0.8164,21362834,14239017,33.34677880284984,0.9360999783873558,1628.7080421447754,3323395744,458405659.328,3323395744.0,22.363421350019053,1262.18310546875
dpap_repl,sca,0.7012,21362834,10510364,50.8007036894075,0.9307999756932258,1585.9245970249176,2470566960,362645784.702,2470566960.0,22.489722999744117,1587.4345703125
dpap_repl,dpap,0.8164,21362834,14239017,33.34677880284984,0.930899975001812,1640.2656044960022,3323395744,507660942.79,3323395744.0,22.740687280893326,1887.82421875
dpap_repl,dpap,0.7012,21362834,10510364,50.8007036894075,0.9294999793171883,1581.3241119384766,2470566960,405853068.874,2470566960.0,22.227409679908305,2213.09033203125
