phase,epoch,train_task_loss,train_kl,train_cost,train_total_loss,beta,gamma,train_synops,lambda,train_accuracy,val_loss,val_accuracy,epoch_time_sec
bayesian_train,1,0.12057757132634934,4874.319906141493,4982018048.0,0.12057757132634934,0.0,0.0,0.0,0.0,0.9684222001499599,0.0040179581847041845,0.9995999991893768,72.77369809150696
bayesian_train,2,0.1266743170392389,4851.715796440973,4981851919.928889,4.978390339745416,0.001,0.0,0.0,0.0,0.9660444220569399,0.003637754353694618,1.0,70.81183743476868
bayesian_train,3,0.1322134309551782,4782.08586046007,4981245219.2711115,9.696385610368516,0.002,0.0,0.0,0.0,0.9619110888904996,0.003622879053000361,1.0,70.65715742111206
bayesian_train,4,0.14221521441514293,4655.467703450521,4979984972.8,14.108618446985881,0.003,0.0,0.0,0.0,0.9570444219642216,0.004661073773168028,0.9995999991893768,70.29029083251953
bayesian_train,5,0.15647329874802382,4478.601925998264,4977975119.644444,18.07088182873196,0.004,0.0,0.0,0.0,0.95182219962279,0.004565096551086754,0.9993999987840653,70.77140212059021
bayesian_train,6,0.17210891991750232,4252.87823187934,4975011222.755555,21.436499638027616,0.005,0.0,0.0,0.0,0.9456888663106494,0.012203124680090695,0.9963999933004379,70.69337821006775
bayesian_train,7,0.18156142907320624,3994.463760579427,4971029123.413333,24.148344177669948,0.006,0.0,0.0,0.0,0.9425110882520675,0.00806682306341827,0.9983999967575073,70.40157842636108
bayesian_train,8,0.18874331122574706,3724.3218128797744,4966113705.528889,26.25899682574802,0.006999999999999999,0.0,0.0,0.0,0.9416666447454028,0.009673489914275706,0.9979999965429306,70.32469201087952
bayesian_train,9,0.20098781863641407,3453.4983034939237,4960285500.302222,27.82897557788425,0.008,0.0,0.0,0.0,0.9363555326726701,0.009026188754942268,0.9987999975681305,70.7358283996582
bayesian_train,10,0.20808936029051742,3183.146956108941,4953408664.462222,28.856410679287382,0.009000000000000001,0.0,0.0,0.0,0.9348666444089677,0.015040685443673284,0.9977999955415726,70.33579659461975
bayesian_train,11,0.22115389516163203,2914.0487803819447,4945272533.902223,29.3616410446167,0.01,0.0,0.0,0.0,0.9287555308474434,0.01549688427709043,0.996599993109703,70.92510938644409
bayesian_train,12,0.2351721976387004,2659.9029481336806,4936117945.457778,26.834201077355278,0.01,0.0,0.0,0.0,0.9257110893726349,0.027342093670740725,0.9941999906301499,74.65196108818054
bayesian_train,13,0.2532949481614762,2425.2683078342016,4926029915.591111,24.505977518293594,0.01,0.0,0.0,0.0,0.9210666429334217,0.02653977173846215,0.9925999891757965,74.13658571243286
bayesian_train,14,0.25940834610412516,2207.475039605035,4914840676.693334,22.33415827009413,0.01,0.0,0.0,0.0,0.9167110870281855,0.05375463760457933,0.9875999838113785,74.21534895896912
bayesian_train,15,0.2794193826160497,2005.9515496148003,4902449947.306666,20.338934446970622,0.01,0.0,0.0,0.0,0.9119333095682992,0.07331779225729405,0.9709999763965607,74.43506383895874
bayesian_train,16,0.3085476815328002,1821.080509982639,4888846118.115556,18.519352395799427,0.01,0.0,0.0,0.0,0.9035777538352543,0.0820889909658581,0.9679999804496765,73.7871675491333
bayesian_train,17,0.32822100051575237,1656.235983344184,4874316530.346666,16.890580445395575,0.01,0.0,0.0,0.0,0.897111087706354,0.12575849302113057,0.9495999783277511,70.67516422271729
bayesian_train,18,0.355770868766639,1508.9306138780382,4858850440.533334,15.445076677534315,0.01,0.0,0.0,0.0,0.8904444200462766,0.15600333575159311,0.9305999755859375,70.60518503189087
bayesian_train,19,0.38902723644342685,1376.8974084472657,4842394907.306666,14.158001011742487,0.01,0.0,0.0,0.0,0.878666642109553,0.20475336439907552,0.9115999764204026,70.81183290481567
bayesian_train,20,0.4252242377648751,1258.0669622124567,4824900744.533334,13.005893573760986,0.01,0.0,0.0,0.0,0.8722221979167726,0.2336614780128002,0.902999975681305,74.49263024330139
bayesian_train,21,0.46636751151747174,1158.2991628689235,4807721603.982223,12.049358847935995,0.01,0.0,0.0,0.0,0.8578444184859594,0.2905270305275917,0.8701999717950821,74.05286312103271
bayesian_train,22,0.5147311963140965,1070.0395221625433,4790090844.7288885,11.215126197603015,0.01,0.0,0.0,0.0,0.8417999766932593,0.3435415793955326,0.8235999768972397,73.77636885643005
bayesian_train,23,0.5409665624466208,991.5505168321398,4771998032.782222,10.456471495098539,0.01,0.0,0.0,0.0,0.8360666419400109,0.4161117848753929,0.7831999796628952,74.15784955024719
