phase,epoch,train_task_loss,train_kl,train_cost,train_total_loss,beta,gamma,train_accuracy,val_loss,val_accuracy,epoch_time_sec
finetune,1,0.7690533591806888,0.0,0.0,0.7690533591806888,0.0,0.0,0.775133313205507,0.3336962501704693,0.8883999758958816,52.97780466079712
finetune,2,0.543939385149214,0.0,0.0,0.543939385149214,0.0,0.0,0.8242666433254878,0.2471771863847971,0.9117999756336213,51.080907583236694
finetune,3,0.47078730321592754,0.0,0.0,0.47078730321592754,0.0,0.0,0.8429110868109597,0.22780015610158444,0.916199979186058,51.05866622924805
finetune,4,0.43282447519401707,0.0,0.0,0.43282447519401707,0.0,0.0,0.8547110863526662,0.21551022604107856,0.92799997985363,50.74896430969238
finetune,5,0.40821231024132837,0.0,0.0,0.40821231024132837,0.0,0.0,0.8643999754720264,0.19665368542075157,0.9319999772310257,50.95675873756409
finetune,6,0.4002144259711107,0.0,0.0,0.4002144259711107,0.0,0.0,0.8656444201866785,0.18785554580390454,0.9369999784231186,50.646007776260376
finetune,7,0.37201270094348327,0.0,0.0,0.37201270094348327,0.0,0.0,0.8751333077748616,0.18947974348440766,0.9363999778032303,50.98453330993652
finetune,8,0.3552012708534797,0.0,0.0,0.3552012708534797,0.0,0.0,0.8812444192833371,0.17403851421549915,0.9413999789953231,50.45010757446289
finetune,9,0.34885786736590996,0.0,0.0,0.34885786736590996,0.0,0.0,0.8827777518166436,0.15554447384551168,0.9479999768733979,50.90449666976929
finetune,10,0.34064451112101474,0.0,0.0,0.34064451112101474,0.0,0.0,0.8852221977710724,0.1648242892883718,0.9453999775648118,50.68036103248596
finetune,11,0.3234952567476365,0.0,0.0,0.3234952567476365,0.0,0.0,0.8924444199270672,0.15280653087422252,0.9463999783992767,51.82584023475647
finetune,12,0.32626102255864275,0.0,0.0,0.32626102255864275,0.0,0.0,0.8909777533345752,0.15831030771136284,0.947999974489212,50.937426805496216
finetune,13,0.316417685813374,0.0,0.0,0.316417685813374,0.0,0.0,0.8941333090596729,0.15953718239441514,0.9473999774456024,51.19922494888306
finetune,14,0.3044284757723411,0.0,0.0,0.3044284757723411,0.0,0.0,0.8972888654470443,0.14841851314529778,0.9491999769210815,51.28696393966675
finetune,15,0.29423278502292105,0.0,0.0,0.29423278502292105,0.0,0.0,0.9014666424857245,0.14167820749804377,0.9511999803781509,51.153562784194946
finetune,16,0.2845582585243715,0.0,0.0,0.2845582585243715,0.0,0.0,0.9046888656086391,0.1333779009990394,0.9509999799728394,52.20616865158081
finetune,17,0.27854723952296706,0.0,0.0,0.27854723952296706,0.0,0.0,0.9054221983750661,0.12840682872571052,0.9571999758481979,51.22005486488342
finetune,18,0.27265224054041837,0.0,0.0,0.27265224054041837,0.0,0.0,0.9081999767488903,0.13304250826127828,0.9559999758005142,53.972246170043945
finetune,19,0.262578454464674,0.0,0.0,0.262578454464674,0.0,0.0,0.9117999764945772,0.13840456266887485,0.9541999763250351,51.92586588859558
finetune,20,0.2602173883198864,0.0,0.0,0.2602173883198864,0.0,0.0,0.9130888647503324,0.12738041799515487,0.9577999794483185,50.74584102630615
finetune,21,0.25046118717640636,0.0,0.0,0.25046118717640636,0.0,0.0,0.9145999775992499,0.12915720717981458,0.9579999756813049,56.2327401638031
finetune,22,0.24485116965240902,0.0,0.0,0.24485116965240902,0.0,0.0,0.9164444214105606,0.11869506957009435,0.9611999756097793,51.16183423995972
finetune,23,0.23600119019134178,0.0,0.0,0.23600119019134178,0.0,0.0,0.9205999768442578,0.1218645056663081,0.9601999789476394,50.92034983634949
finetune,24,0.23863236103413835,0.0,0.0,0.23863236103413835,0.0,0.0,0.9206888661781947,0.1257580879703164,0.9591999781131745,51.357142210006714
finetune,25,0.23357098600516715,0.0,0.0,0.23357098600516715,0.0,0.0,0.9217999781502618,0.11568658955395222,0.9607999777793884,51.00360631942749
finetune,26,0.23396213570195767,0.0,0.0,0.23396213570195767,0.0,0.0,0.9211777542697058,0.11752780018374324,0.9625999760627747,50.37667179107666
finetune,27,0.227925204841627,0.0,0.0,0.227925204841627,0.0,0.0,0.9237555331654019,0.12018697252497076,0.9609999787807465,50.782849073410034
finetune,28,0.2293974985761775,0.0,0.0,0.2293974985761775,0.0,0.0,0.9228888660007053,0.11631488040089608,0.9615999764204025,50.57691955566406
finetune,29,0.2269728703962432,0.0,0.0,0.2269728703962432,0.0,0.0,0.9240888665119807,0.11344459136016667,0.9621999746561051,50.299349784851074
finetune,30,0.2237765666987333,0.0,0.0,0.2237765666987333,0.0,0.0,0.9239777546458774,0.11485216040629893,0.9637999767065049,50.40939211845398
