phase,epoch,train_task_loss,train_kl,train_cost,train_total_loss,beta,gamma,train_synops,lambda,train_accuracy,val_loss,val_accuracy,epoch_time_sec
finetune,1,0.6564289613399241,0.0,0.0,0.6564289613399241,0.0,0.0,0.0,0.0,0.789133310980267,0.25365530859678986,0.9129999780654907,50.54471230506897
finetune,2,0.4513706321352058,0.0,0.0,0.4513706321352058,0.0,0.0,0.0,0.0,0.8516888641648822,0.1996510014683008,0.9289999747276306,49.973788022994995
finetune,3,0.398290253314707,0.0,0.0,0.398290253314707,0.0,0.0,0.0,0.0,0.8679333092768987,0.17501932887360452,0.9385999792814255,50.18825078010559
finetune,4,0.3630597723523776,0.0,0.0,0.3630597723523776,0.0,0.0,0.0,0.0,0.8781555304924648,0.1556406635046005,0.9451999777555465,50.022205114364624
finetune,5,0.34462706413947874,0.0,0.0,0.34462706413947874,0.0,0.0,0.0,0.0,0.8853333093060387,0.14306594241410495,0.9523999786376953,49.96207642555237
finetune,6,0.3212828811961744,0.0,0.0,0.3212828811961744,0.0,0.0,0.0,0.0,0.8943110866016811,0.13354804383590818,0.9535999745130539,50.13382577896118
finetune,7,0.3032985769108766,0.0,0.0,0.3032985769108766,0.0,0.0,0.0,0.0,0.8989777548445596,0.12181331040337681,0.9609999781847001,49.92511296272278
finetune,8,0.2949440170576175,0.0,0.0,0.2949440170576175,0.0,0.0,0.0,0.0,0.8997110876109865,0.13251998605206608,0.9545999771356583,50.307979106903076
finetune,9,0.2818666374310851,0.0,0.0,0.2818666374310851,0.0,0.0,0.0,0.0,0.9050444206926558,0.12384079137817025,0.9583999770879745,50.141971588134766
finetune,10,0.2765712396800518,0.0,0.0,0.2765712396800518,0.0,0.0,0.0,0.0,0.905799976653523,0.12048569117672742,0.9601999789476394,50.17106866836548
finetune,11,0.27079649121810995,0.0,0.0,0.27079649121810995,0.0,0.0,0.0,0.0,0.9090888647900688,0.13081678289920093,0.9593999779224396,50.202475786209106
finetune,12,0.25722760504111647,0.0,0.0,0.25722760504111647,0.0,0.0,0.0,0.0,0.914733310341835,0.11242034580558538,0.9653999781608582,50.191327810287476
finetune,13,0.2486771013877458,0.0,0.0,0.2486771013877458,0.0,0.0,0.0,0.0,0.9167110874917772,0.10627530402503908,0.9641999763250351,50.14836311340332
finetune,14,0.24249580955546762,0.0,0.0,0.24249580955546762,0.0,0.0,0.0,0.0,0.9187555330329471,0.11011046688538045,0.9649999779462815,50.217705488204956
finetune,15,0.2367677331322597,0.0,0.0,0.2367677331322597,0.0,0.0,0.0,0.0,0.9206444212463167,0.10708312598988413,0.9653999793529511,50.292019844055176
finetune,16,0.22782326221466065,0.0,0.0,0.22782326221466065,0.0,0.0,0.0,0.0,0.9249555334117677,0.09881752010900527,0.9659999775886535,55.19594860076904
finetune,17,0.22234571565149558,0.0,0.0,0.22234571565149558,0.0,0.0,0.0,0.0,0.9265999768177668,0.10001762584783137,0.9675999802350997,50.3315372467041
finetune,18,0.21867120893051226,0.0,0.0,0.21867120893051226,0.0,0.0,0.0,0.0,0.9264221996731228,0.09551741105504334,0.9685999757051468,50.17425036430359
finetune,19,0.20301701904584965,0.0,0.0,0.20301701904584965,0.0,0.0,0.0,0.0,0.9323555323812697,0.09394638155587018,0.9689999788999557,50.13980221748352
finetune,20,0.20466913456511165,0.0,0.0,0.20466913456511165,0.0,0.0,0.0,0.0,0.932755533059438,0.09432176223024726,0.967599977850914,50.36614274978638
finetune,21,0.19813881766878896,0.0,0.0,0.19813881766878896,0.0,0.0,0.0,0.0,0.9348221993446351,0.0853954233508557,0.9701999801397324,50.23340630531311
finetune,22,0.1926276855646736,0.0,0.0,0.1926276855646736,0.0,0.0,0.0,0.0,0.9367777552207311,0.08559679744299502,0.9725999790430069,50.13355207443237
finetune,23,0.19286870209086274,0.0,0.0,0.19286870209086274,0.0,0.0,0.0,0.0,0.9366666443480386,0.07853332809172571,0.975799977183342,50.30951380729675
finetune,24,0.18476887689592938,0.0,0.0,0.18476887689592938,0.0,0.0,0.0,0.0,0.9382444223430422,0.08433481836225837,0.9729999756813049,50.15644550323486
finetune,25,0.1788712266418669,0.0,0.0,0.1788712266418669,0.0,0.0,0.0,0.0,0.9409777553213967,0.08395209568552672,0.9729999768733978,50.10976552963257
finetune,26,0.17637321104502512,0.0,0.0,0.17637321104502512,0.0,0.0,0.0,0.0,0.9409110881222619,0.084539830153808,0.9739999806880951,50.02298426628113
finetune,27,0.17278704048858748,0.0,0.0,0.17278704048858748,0.0,0.0,0.0,0.0,0.9421999775701099,0.07853832578286529,0.9753999769687652,50.640878200531006
finetune,28,0.1775980248550574,0.0,0.0,0.1775980248550574,0.0,0.0,0.0,0.0,0.9408888671133253,0.07579888695850968,0.9751999777555466,50.2822048664093
finetune,29,0.17463026841688487,0.0,0.0,0.17463026841688487,0.0,0.0,0.0,0.0,0.9417555335495207,0.07584367986302823,0.9755999803543091,50.21014428138733
finetune,30,0.17510640758400162,0.0,0.0,0.17510640758400162,0.0,0.0,0.0,0.0,0.9433110884163115,0.08587183829862624,0.9721999764442444,50.28703236579895
