phase,epoch,train_task_loss,train_kl,train_total_loss,beta,train_accuracy,val_loss,val_accuracy,epoch_time_sec
finetune,1,1.8140812764635805,0.0,1.8140812764635805,0.0,0.33121443812233287,1.5030630691142022,0.4485759493670886,117.13205766677856
finetune,2,1.4619961687036462,0.0,1.4619961687036462,0.0,0.45465860597439545,1.3272423555579367,0.5057357594936709,110.85065126419067
finetune,3,1.3315177352126597,0.0,1.3315177352126597,0.0,0.5093127667140825,1.2336516335040708,0.5613132911392406,110.36090111732483
finetune,4,1.2482767065253062,0.0,1.2482767065253062,0.0,0.5441411806543386,1.1964138987698132,0.571993670886076,116.63112497329712
finetune,5,1.1926219799101438,0.0,1.1926219799101438,0.0,0.5673897581792319,1.1389617323875427,0.5878164556962026,114.85834908485413
finetune,6,1.1699124136316996,0.0,1.1699124136316996,0.0,0.5768136557610242,1.1312587012218525,0.5844541139240507,115.10356426239014
finetune,7,1.1349648267751398,0.0,1.1349648267751398,0.0,0.5923275248933144,1.106272648406934,0.5903876582278481,115.3104681968689
finetune,8,1.1129221252323385,0.0,1.1129221252323385,0.0,0.597950746799431,1.1051744328269475,0.6147151898734177,114.71275734901428
finetune,9,1.0942322928908879,0.0,1.0942322928908879,0.0,0.6044185633001422,1.069212920303586,0.600870253164557,113.87623000144958
finetune,10,1.0793316231174117,0.0,1.0793316231174117,0.0,0.6117532005689901,1.05312490312359,0.6206487341772152,113.9303297996521
finetune,11,1.067245693922382,0.0,1.067245693922382,0.0,0.6152427098150782,1.0182167027570024,0.6307357594936709,114.182119846344
finetune,12,1.0519954123842936,0.0,1.0519954123842936,0.0,0.6221772759601707,1.0122410979452012,0.627373417721519,113.17595911026001
finetune,13,1.0419286812521824,0.0,1.0419286812521824,0.0,0.6262668918918919,1.0115816042393069,0.6265822784810127,113.63949918746948
finetune,14,1.0259977043268522,0.0,1.0259977043268522,0.0,0.6338015647226174,1.0027337934397444,0.6293512658227848,113.36041688919067
finetune,15,1.0213342086010604,0.0,1.0213342086010604,0.0,0.6329347439544808,0.9823653237729133,0.6420094936708861,115.49180221557617
finetune,16,1.015174782547469,0.0,1.015174782547469,0.0,0.6356685633001422,1.0088279639618307,0.6400316455696202,115.94633841514587
finetune,17,1.0042663107216783,0.0,1.0042663107216783,0.0,0.6395803698435277,0.9817942222462425,0.6390427215189873,115.21694660186768
finetune,18,0.9987494487681057,0.0,0.9987494487681057,0.0,0.6410472972972973,0.975071361547784,0.6404272151898734,115.3255090713501
finetune,19,0.997131325696644,0.0,0.997131325696644,0.0,0.6407139046941679,0.9671659356431116,0.6475474683544303,114.66923975944519
finetune,20,0.9892735096333206,0.0,0.9892735096333206,0.0,0.6473373044096729,0.9708369487448584,0.6526898734177216,114.3227186203003
finetune,21,0.9835562596619553,0.0,0.9835562596619553,0.0,0.6507379089615932,0.969292999068393,0.6503164556962026,114.34606432914734
finetune,22,0.9866941822202582,0.0,0.9866941822202582,0.0,0.6447812944523471,0.963297352760653,0.6536787974683544,113.64038562774658
finetune,23,0.9780249570206253,0.0,0.9780249570206253,0.0,0.6486264224751067,0.9618551602846459,0.6439873417721519,110.08924436569214
finetune,24,0.9774985691561637,0.0,0.9774985691561637,0.0,0.6495599217638691,0.9632956717587724,0.6517009493670886,110.43864297866821
finetune,25,0.9798334410485638,0.0,0.9798334410485638,0.0,0.6462704480796586,0.9505949820144267,0.6550632911392406,109.81539249420166
finetune,26,0.9710860007348474,0.0,0.9710860007348474,0.0,0.6528271692745377,0.9481243694884868,0.6548655063291139,110.60998868942261
finetune,27,0.9684329413587643,0.0,0.9684329413587643,0.0,0.6527827169274538,0.9483954793290247,0.6564477848101266,110.19670677185059
finetune,28,0.9741490905518891,0.0,0.9741490905518891,0.0,0.6502933854907539,0.9465001233016388,0.6621835443037974,109.96281743049622
finetune,29,0.9694546904536773,0.0,0.9694546904536773,0.0,0.6525382290184921,0.943096862563604,0.6621835443037974,110.24147844314575
finetune,30,0.9673744146718748,0.0,0.9673744146718748,0.0,0.6529827524893315,0.9532581047166752,0.6505142405063291,110.15596628189087
