phase,epoch,train_task_loss,train_kl,train_cost,train_total_loss,beta,gamma,train_synops,lambda,train_accuracy,val_loss,val_accuracy,epoch_time_sec
finetune,1,2.1986395168304442,0.0,0.0,2.1986395168304442,0.0,0.0,0.0,0.0,0.1934444390527076,1.640916427373886,0.3217999915778637,51.73433566093445
finetune,2,1.8267210455735525,0.0,0.0,1.8267210455735525,0.0,0.0,0.0,0.0,0.3433999911116229,1.409894963502884,0.4823999871313572,51.640058279037476
finetune,3,1.6858727369043562,0.0,0.0,1.6858727369043562,0.0,0.0,0.0,0.0,0.4040444330208831,1.2904342752695084,0.528599984049797,50.442896604537964
finetune,4,1.5991651521788703,0.0,0.0,1.5991651521788703,0.0,0.0,0.0,0.0,0.432955543299516,1.247999165058136,0.5531999850273133,50.43125009536743
finetune,5,1.5470887129836612,0.0,0.0,1.5470887129836612,0.0,0.0,0.0,0.0,0.45555554252531794,1.167730013728142,0.5829999879002571,50.650065183639526
finetune,6,1.5093963866101372,0.0,0.0,1.5093963866101372,0.0,0.0,0.0,0.0,0.4646666541861163,1.1207969731092453,0.5975999841094017,50.29287552833557
finetune,7,1.4839180917872323,0.0,0.0,1.4839180917872323,0.0,0.0,0.0,0.0,0.47748887578646343,1.111491196155548,0.6113999846577645,50.38122367858887
finetune,8,1.4608487368954552,0.0,0.0,1.4608487368954552,0.0,0.0,0.0,0.0,0.48382220890786914,1.0910085368156432,0.6123999834060669,50.387354135513306
finetune,9,1.4310115681754219,0.0,0.0,1.4310115681754219,0.0,0.0,0.0,0.0,0.493933319747448,1.0709607434272765,0.6159999838471413,50.338123083114624
finetune,10,1.4131223227580387,0.0,0.0,1.4131223227580387,0.0,0.0,0.0,0.0,0.4990888742936982,1.0484138721227645,0.634399985074997,52.01585531234741
finetune,11,1.3917654742797216,0.0,0.0,1.3917654742797216,0.0,0.0,0.0,0.0,0.5076222076680925,1.011532119512558,0.6383999863266945,50.63318920135498
finetune,12,1.386138842900594,0.0,0.0,1.386138842900594,0.0,0.0,0.0,0.0,0.5084222074680859,1.01001227080822,0.6407999828457832,50.168044328689575
finetune,13,1.3538924372858472,0.0,0.0,1.3538924372858472,0.0,0.0,0.0,0.0,0.522822207543585,0.989858924150467,0.635999988913536,50.60456895828247
finetune,14,1.345093920826912,0.0,0.0,1.345093920826912,0.0,0.0,0.0,0.0,0.5263777625229623,0.9823824423551559,0.6441999852657319,50.57506608963013
finetune,15,1.3281473467747371,0.0,0.0,1.3281473467747371,0.0,0.0,0.0,0.0,0.5290444301234352,0.9724441891908646,0.6419999849796295,50.548622846603394
finetune,16,1.306020026670562,0.0,0.0,1.306020026670562,0.0,0.0,0.0,0.0,0.5370666521456506,0.958561841249466,0.6571999850869179,51.59755325317383
finetune,17,1.2995967882209354,0.0,0.0,1.2995967882209354,0.0,0.0,0.0,0.0,0.5386444301406542,0.9426199236512184,0.6587999859452247,50.616008281707764
finetune,18,1.284858870572514,0.0,0.0,1.284858870572514,0.0,0.0,0.0,0.0,0.5471110960178905,0.9280659949779511,0.6699999848008156,50.70041012763977
finetune,19,1.2826190194156435,0.0,0.0,1.2826190194156435,0.0,0.0,0.0,0.0,0.5477555410067241,0.9331083160638809,0.6567999839782714,50.480952739715576
finetune,20,1.2648597900072733,0.0,0.0,1.2648597900072733,0.0,0.0,0.0,0.0,0.5515999850630761,0.9406213891506195,0.6591999834775925,50.612258434295654
finetune,21,1.255304550131162,0.0,0.0,1.255304550131162,0.0,0.0,0.0,0.0,0.5582888743612502,0.9368387621641159,0.6619999897480011,50.46825170516968
finetune,22,1.2400064030620788,0.0,0.0,1.2400064030620788,0.0,0.0,0.0,0.0,0.5614444289604823,0.9042132604122162,0.6803999859094619,51.25344514846802
finetune,23,1.237665510972341,0.0,0.0,1.237665510972341,0.0,0.0,0.0,0.0,0.561333318485154,0.9218000221252441,0.662199986577034,51.12693691253662
finetune,24,1.2232020049624972,0.0,0.0,1.2232020049624972,0.0,0.0,0.0,0.0,0.5703110956483417,0.8879616820812225,0.687599983215332,50.65897798538208
finetune,25,1.2082143131229612,0.0,0.0,1.2082143131229612,0.0,0.0,0.0,0.0,0.5740666518939866,0.897075179219246,0.6747999835014343,50.69814109802246
finetune,26,1.2086029469304616,0.0,0.0,1.2086029469304616,0.0,0.0,0.0,0.0,0.576311095588737,0.9024151277542114,0.6745999848842621,50.48921513557434
finetune,27,1.2039929659499062,0.0,0.0,1.2039929659499062,0.0,0.0,0.0,0.0,0.5758222076627943,0.8903109383583069,0.6787999832630157,50.267950773239136
finetune,28,1.2011819889148077,0.0,0.0,1.2011819889148077,0.0,0.0,0.0,0.0,0.5757999858922429,0.8926401424407959,0.6755999833345413,50.25020408630371
finetune,29,1.2027673651112452,0.0,0.0,1.2027673651112452,0.0,0.0,0.0,0.0,0.5750222073660957,0.893638145327568,0.6795999836921692,50.4996817111969
finetune,30,1.2087938610050413,0.0,0.0,1.2087938610050413,0.0,0.0,0.0,0.0,0.5737999841901991,0.8976781690120696,0.6825999867916107,50.58383250236511
