layer,channel,ablation_delta,log_alpha
stage4.1.conv1,1,9.405019227415323e-06,2.1296300888061523
stage4.1.conv1,10,-1.834033537306823e-05,2.1335718631744385
stage4.1.conv1,11,-1.564536796649918e-05,2.1266071796417236
stage4.1.conv1,25,8.77633283380419e-05,2.137289524078369
stage4.1.conv1,26,-2.328972186660394e-06,2.119863271713257
stage4.1.conv1,29,0.0001366815558867529,2.137437582015991
stage4.1.conv1,40,0.00010476058378117159,2.134500503540039
stage4.1.conv1,47,4.7778055886738e-05,2.138962507247925
stage4.1.conv1,49,0.00039794674376025796,2.1440491676330566
stage4.1.conv1,50,-3.124300201307051e-05,2.1345484256744385
stage4.1.conv1,83,2.1031155483797193e-07,2.1303274631500244
stage4.1.conv1,86,0.00011909713066415861,2.1466989517211914
stage4.1.conv1,91,2.536980900913477e-07,2.1326518058776855
stage4.1.conv1,100,0.00026097497902810574,2.1269259452819824
stage4.1.conv1,103,2.821718226186931e-06,2.1367738246917725
stage4.1.conv1,120,4.580142558552325e-07,2.1277334690093994
stage4.1.conv1,124,-4.701440047938377e-06,2.137383460998535
stage4.1.conv1,144,5.58946339879185e-06,2.1401519775390625
stage4.1.conv1,149,0.00010695447417674586,2.130524158477783
stage4.1.conv1,159,-0.00013424755888991058,2.1425092220306396
stage4.1.conv1,181,-4.289759090170264e-07,2.1352028846740723
stage4.1.conv1,187,-0.0008762262295931578,2.125610589981079
stage4.1.conv1,190,0.00032870896393433213,2.138007164001465
stage4.1.conv1,192,1.0573137842584401e-05,2.131662607192993
stage4.1.conv1,193,5.493053322425112e-06,2.137969493865967
stage4.1.conv1,199,4.743014869745821e-06,2.1384830474853516
stage4.1.conv1,213,-0.00019223503477405757,2.1234359741210938
stage4.1.conv1,219,1.6174453776329756e-07,2.1320981979370117
stage4.1.conv1,235,0.00011192374222446233,2.1435821056365967
stage4.1.conv1,243,-2.308661350980401e-08,2.134493112564087
stage4.1.conv1,261,-1.1441796232247725e-05,2.1374549865722656
stage4.1.conv1,262,-0.00011189241195097566,2.140580654144287
stage4.1.conv1,270,9.616163151804358e-05,2.131704330444336
stage4.1.conv1,282,0.0001542192476335913,2.136291027069092
stage4.1.conv1,290,4.5992492232471704e-05,2.132995367050171
stage4.1.conv1,303,0.0001352466206299141,2.1350975036621094
stage4.1.conv1,318,-0.00022526431712321937,2.1299915313720703
stage4.1.conv1,326,7.461494533345103e-08,2.136672019958496
stage4.1.conv1,336,2.3822809453122318e-05,2.140850067138672
stage4.1.conv1,339,-0.00018094253027811646,2.1283204555511475
stage4.1.conv1,344,-1.12784982775338e-06,2.1397554874420166
stage4.1.conv1,351,-5.615642294287682e-06,2.133620500564575
stage4.1.conv1,354,1.07581217889674e-06,2.1485633850097656
stage4.1.conv1,360,4.54806286143139e-05,2.1330912113189697
stage4.1.conv1,377,6.714524351991713e-05,2.1335513591766357
stage4.1.conv1,379,7.024082151474431e-06,2.1344337463378906
stage4.1.conv1,382,0.0003709219745360315,2.1356334686279297
stage4.1.conv1,386,1.033520675264299e-06,2.14349365234375
stage4.1.conv1,390,5.715988663723692e-06,2.1329009532928467
stage4.1.conv1,395,-3.3663127396721393e-06,2.138110637664795
stage4.1.conv1,403,0.00015353356138803065,2.132664680480957
stage4.1.conv1,415,8.475326467305422e-05,2.1320886611938477
stage4.1.conv1,430,-4.7380977775901556e-05,2.1436445713043213
stage4.1.conv1,446,1.4767749235033989e-05,2.132194757461548
stage4.1.conv1,450,9.601122292224318e-05,2.1419970989227295
stage4.1.conv1,462,5.770028292317875e-05,2.136002540588379
stage4.1.conv1,476,1.4458568330155686e-05,2.1452796459198
stage4.1.conv1,479,0.0003171212156303227,2.13991641998291
stage4.1.conv1,480,4.334712866693735e-05,2.1330463886260986
stage4.1.conv1,490,-4.145778075326234e-05,2.123462200164795
stage4.1.conv1,500,-7.689195626880974e-06,2.131004571914673
stage4.1.conv1,501,-0.0003393013612367213,2.147249698638916
stage4.1.conv1,503,1.564549165777862e-07,2.1349756717681885
stage4.1.conv1,505,2.2064930817577988e-05,2.1363096237182617
