layer,channel,ablation_delta,log_alpha
stage3.1.conv1,213,0.007722326088696718,1.9367408752441406
stage3.1.conv1,214,-0.0009511099779047072,1.9607336521148682
stage3.1.conv1,217,-0.0027574615087360144,1.9788804054260254
stage3.1.conv1,219,0.004007563926279545,1.9885960817337036
stage3.1.conv1,224,0.0018980351742357016,1.9704641103744507
stage3.1.conv1,227,0.0012250365689396858,1.9318972826004028
stage3.1.conv1,228,-0.0006928124348632991,1.8766833543777466
stage3.1.conv1,234,0.0003194258315488696,1.9306833744049072
stage3.1.conv1,237,-0.0009141325717791915,1.8752713203430176
stage3.1.conv1,239,0.005794569384306669,1.8995447158813477
stage3.1.conv1,241,0.00013741939619649202,1.980303168296814
stage3.1.conv1,243,6.146063969936222e-05,1.8746391534805298
stage3.1.conv1,244,0.0027638357132673264,1.928845763206482
stage3.1.conv1,247,-0.0003203286905772984,1.9699511528015137
stage3.1.conv1,254,-0.0018475166289135814,1.9176592826843262
stage4.0.conv1,2,-0.0013495163293555379,2.1145710945129395
stage4.0.conv1,8,0.00027316767955198884,2.1188979148864746
stage4.0.conv1,11,-8.809001883491874e-08,2.095445394515991
stage4.0.conv1,13,-0.0003660765360109508,2.1089236736297607
stage4.0.conv1,19,-0.0003959775494877249,2.1114742755889893
stage4.0.conv1,21,-0.000293750868877396,2.10841703414917
stage4.0.conv1,37,-0.00017664273036643863,2.114781618118286
stage4.0.conv1,41,-0.00015041457663755864,2.1212551593780518
stage4.0.conv1,47,0.00018792190530803055,2.114126205444336
stage4.0.conv1,66,2.558352571213618e-05,2.1117374897003174
stage4.0.conv1,73,-3.750936230062507e-05,2.0989460945129395
stage4.0.conv1,83,-8.336790051544085e-05,2.1023013591766357
stage4.0.conv1,111,0.00015189722762443125,2.103273391723633
stage4.0.conv1,136,2.5382854801137e-05,2.110388994216919
stage4.0.conv1,138,-0.00012174622679594904,2.112227439880371
stage4.0.conv1,142,-8.668076043250039e-05,2.1175575256347656
stage4.0.conv1,143,-0.00033204146893694997,2.1105966567993164
stage4.0.conv1,161,-0.0003201875078957528,2.1110527515411377
stage4.0.conv1,163,7.625090074725449e-05,2.1173713207244873
stage4.0.conv1,164,-0.00014123623259365559,2.0842790603637695
stage4.0.conv1,166,-2.9683833417948335e-06,2.1090967655181885
stage4.0.conv1,170,-0.0005318595794960856,2.080739974975586
stage4.0.conv1,209,-0.00019563836394809186,2.112828016281128
stage4.0.conv1,226,-0.0010427720844745636,2.1072282791137695
stage4.0.conv1,227,0.00025592331076040864,2.103269100189209
stage4.0.conv1,233,4.4688204070553184e-05,2.114203453063965
stage4.0.conv1,242,-0.0004063728265464306,2.100377321243286
stage4.0.conv1,243,0.00037908859667368233,2.110320806503296
stage4.0.conv1,249,3.8948419387452304e-06,2.1191697120666504
stage4.0.conv1,256,-4.293025995139033e-06,2.0856316089630127
stage4.0.conv1,258,0.0004492663429118693,2.117947816848755
stage4.0.conv1,264,-0.00021919605205766857,2.0911107063293457
stage4.0.conv1,279,-0.0003732032491825521,2.111550807952881
stage4.0.conv1,289,-0.0010005043586716056,2.1062357425689697
stage4.0.conv1,297,-0.0009471122757531703,2.1133601665496826
stage4.0.conv1,302,-3.375978849362582e-06,2.1091833114624023
stage4.0.conv1,312,0.00018735720368567854,2.1106739044189453
stage4.0.conv1,340,4.0279337554238737e-07,2.106083869934082
stage4.0.conv1,341,0.0001403455826221034,2.11940336227417
stage4.0.conv1,345,-0.0005556794931180775,2.0992870330810547
stage4.0.conv1,346,0.0005878520896658301,2.1129095554351807
stage4.0.conv1,350,0.00014563417062163353,2.115218162536621
stage4.0.conv1,352,-0.0002116604009643197,2.1051816940307617
stage4.0.conv1,358,-0.0002307112154085189,2.102069616317749
stage4.0.conv1,372,-0.0005266906227916479,2.1153435707092285
stage4.0.conv1,373,0.0008020425448194146,2.115717887878418
stage4.0.conv1,376,-2.2437950974563137e-05,2.0971734523773193
stage4.0.conv1,378,1.7563143046572804e-05,2.1161885261535645
stage4.0.conv1,390,2.8205540729686618e-05,2.1042797565460205
stage4.0.conv1,403,0.0004167029692325741,2.091454029083252
stage4.0.conv1,414,0.001130017451941967,2.0996968746185303
stage4.0.conv1,427,8.769224223215133e-06,2.1149370670318604
stage4.0.conv1,429,-0.00041058342321775854,2.1050937175750732
stage4.0.conv1,455,0.00045805686386302114,2.1180007457733154
stage4.0.conv1,459,-7.142734830267727e-06,2.1156163215637207
stage4.0.conv1,462,-0.0007489663548767567,2.115635395050049
stage4.0.conv1,469,-0.00011555032688193023,2.1017982959747314
stage4.0.conv1,472,0.00022510733106173575,2.1217143535614014
stage4.0.conv1,482,0.0001283095043618232,2.1011648178100586
stage4.0.conv1,493,-9.031209629029036e-07,2.1138272285461426
stage4.0.conv1,498,-0.0012139735044911504,2.1126883029937744
stage4.0.conv1,505,-2.4616998416604474e-05,2.1115853786468506
stage4.0.conv1,506,3.1378953281091526e-05,2.107069492340088
stage4.0.conv1,508,-0.0005752198630943894,2.1066389083862305
