phase,epoch,train_task_loss,train_kl,train_total_loss,beta,train_accuracy,val_loss,val_accuracy,epoch_time_sec
sca_train,1,0.2974435210476319,0.0,0.2974435210476319,0.0,0.9097333102756077,0.04999165741959587,0.9855999857187271,72.46552586555481
sca_train,2,0.3176476013743215,0.0,0.3176476013743215,0.0,0.8977333099974526,0.09593210336752236,0.9657999747991561,71.96355295181274
sca_train,3,0.33552533893535536,0.0,0.33552533893535536,0.0,0.8931333093510734,0.11234092777594924,0.9639999788999557,72.24734711647034
sca_train,4,0.3389188273996115,0.0,0.3389188273996115,0.0,0.8908888649278217,0.09734666500240564,0.9667999798059463,71.91987133026123
sca_train,5,0.3418175257038739,0.0,0.3418175257038739,0.0,0.8886888651715384,0.12429860448930413,0.9559999775886535,71.99571490287781
sca_train,6,0.40363366025189557,0.0,0.40363366025189557,0.0,0.8695555312103695,0.15879162169992925,0.9429999768733979,71.90048384666443
sca_train,7,0.386890010966195,0.0,0.386890010966195,0.0,0.873066641887029,0.19250693991780282,0.936999979019165,72.26628184318542
sca_train,8,0.3755526343608896,0.0,0.3755526343608896,0.0,0.8768666421704822,0.18941520504653453,0.9405999779701233,72.20624876022339
sca_train,9,0.3625130518981152,0.0,0.3625130518981152,0.0,0.8807777534590827,0.19609672915190457,0.9369999778270721,72.01597785949707
sca_train,10,0.34836476946870487,0.0,0.34836476946870487,0.0,0.8851777531703313,0.1654142032377422,0.9449999767541886,72.33312153816223
sca_train,11,0.41813937868509027,0.0,0.41813937868509027,0.0,0.8639333077271779,0.2039479483664036,0.9267999762296677,72.01155972480774
sca_train,12,0.3749472455597586,0.0,0.3749472455597586,0.0,0.8763555308183034,0.17675449337810278,0.941399976015091,72.14876580238342
sca_train,13,0.3532726078356306,0.0,0.3532726078356306,0.0,0.8844666434658899,0.17891566295176745,0.9397999745607376,72.32717299461365
sca_train,14,0.330566125764615,0.0,0.330566125764615,0.0,0.8909777546591229,0.1636035181954503,0.9449999761581421,72.07478380203247
sca_train,15,0.3122304103233748,0.0,0.3122304103233748,0.0,0.8968888648351033,0.15222608706913887,0.9501999765634537,71.9480128288269
sca_train,16,0.4114990824709336,0.0,0.4114990824709336,0.0,0.8619333085748885,0.20602229468524455,0.9325999754667282,72.2819299697876
sca_train,17,0.3565289719071653,0.0,0.3565289719071653,0.0,0.8813333088159561,0.1947919975221157,0.9365999782085419,71.9133939743042
sca_train,18,0.3243014047543208,0.0,0.3243014047543208,0.0,0.8908221980598238,0.19157493017613889,0.9429999792575836,72.2506103515625
sca_train,19,0.31547870542854073,0.0,0.31547870542854073,0.0,0.8957999761899312,0.17989915763959288,0.9439999783039092,72.06916356086731
sca_train,20,0.2979343958985474,0.0,0.2979343958985474,0.0,0.9015999772151311,0.16195698225870728,0.9477999752759934,72.21761322021484
sca_train,21,0.43463612684773073,0.0,0.43463612684773073,0.0,0.8539333090517256,0.23111506074666976,0.9231999772787094,72.36339402198792
sca_train,22,0.3706630130857229,0.0,0.3706630130857229,0.0,0.8756444207164976,0.219737905561924,0.927599977850914,72.01059079170227
sca_train,23,0.3502729471938478,0.0,0.3502729471938478,0.0,0.8823333093192842,0.20358790166676044,0.9325999772548675,72.41880941390991
sca_train,24,0.33460985841022595,0.0,0.33460985841022595,0.0,0.8881555319494672,0.20406620003283024,0.934199976325035,78.60083246231079
sca_train,25,0.3155012704183658,0.0,0.3155012704183658,0.0,0.8933999754985174,0.20148420721292495,0.9335999739170074,73.06114625930786
sca_train,26,0.659991162651115,0.0,0.659991162651115,0.0,0.7789999794960022,0.36343407683074475,0.8799999779462815,73.2640528678894
sca_train,27,0.5626908961931865,0.0,0.5626908961931865,0.0,0.8094888653357823,0.3555682421848178,0.8847999787330627,72.4766755104065
sca_train,28,0.534010200318363,0.0,0.534010200318363,0.0,0.8185333087709215,0.3157391644641757,0.8963999783992768,72.00265741348267
sca_train,29,0.5182431059910192,0.0,0.5182431059910192,0.0,0.8242221981287002,0.3265597812458873,0.8909999752044677,73.11757922172546
sca_train,30,0.5144421052270466,0.0,0.5144421052270466,0.0,0.8261555316050847,0.32722440995275975,0.8957999783754349,72.31968641281128
